IDADE_codes,RENDA_codes,CONSUMO_codes,LATITUDE_codes,LONGITUDE_codes,CLUSTER
21.0,2.0,9.0,135.0,460.0,3
32.0,1.0,19.0,497.0,210.0,2
48.0,1.0,9.0,561.0,373.0,2
31.0,2.0,18.0,220.0,903.0,2
41.00000000000001,1.0,9.0,-1.0,-1.0,1
13.0,2.0,9.0,-1.0,-1.0,3
23.0,0.0,11.000000000000002,-1.0,-1.0,1
48.0,1.0,1.0,929.0,1.9999999999999996,2
15.0,2.0,9.0,11.0,451.0,3
20.0,0.0,15.000000000000002,-1.0,-1.0,1
22.0,0.0,9.0,949.0,17.0,0
23.0,1.0,15.000000000000002,630.0,530.0,2
19.0,2.0,1.0,904.0,417.0,2
32.0,2.0,15.000000000000002,-1.0,-1.0,3
46.99999999999999,0.0,1.0,-1.0,-1.0,1
16.0,2.0,15.000000000000002,60.99999999999999,156.0,3
26.0,1.0,1.0,-1.0,-1.0,1
29.0,1.0,15.000000000000002,-1.0,-1.0,1
24.0,2.0,14.0,182.0,119.0,3
20.0,1.0,15.000000000000002,73.0,79.0,1
71.0,0.0,16.0,-1.0,-1.0,1
9.0,0.0,8.0,791.0,957.0,0
19.0,2.0,1.0,868.0,780.0,2
19.0,0.0,15.000000000000002,-1.0,-1.0,1
41.99999999999999,1.0,1.0,533.0,351.0,2
60.0,2.0,9.0,608.0,548.0,2
24.0,0.0,1.0,-1.0,-1.0,1
13.0,0.0,16.0,-1.0,-1.0,1
56.0,2.0,15.000000000000002,233.0,676.0,2
20.0,0.0,10.0,232.0,678.0,0
19.0,0.0,15.000000000000002,134.0,128.0,1
69.0,2.0,16.0,569.0,324.0,2
21.0,2.0,16.0,-1.0,-1.0,3
19.0,2.0,18.0,79.0,80.0,3
23.0,1.0,18.0,627.0,531.0,2
37.0,1.0,18.0,639.0,563.0,2
7.0,0.0,12.999999999999998,797.0,962.0,0
24.0,1.0,15.000000000000002,562.0,356.0,2
15.0,2.0,15.000000000000002,-1.0,-1.0,3
4.0,2.0,15.000000000000002,800.0,793.0,2
26.0,2.0,4.0,141.0,691.0,2
18.0,0.0,18.0,-1.0,-1.0,1
20.0,0.0,12.999999999999998,758.0,732.0,0
19.0,0.0,12.999999999999998,874.0,833.0,0
16.0,2.0,15.000000000000002,404.0,923.0,2
45.99999999999999,2.0,15.000000000000002,729.0,824.0,2
22.0,0.0,18.0,-1.0,-1.0,1
14.0,2.0,12.0,-1.0,-1.0,3
17.0,0.0,16.0,804.0,102.0,0
19.0,0.0,15.000000000000002,872.0,797.0,0
20.0,1.0,8.0,841.0,711.0,0
25.0,1.0,16.0,487.0,205.0,2
16.0,0.0,18.0,-1.0,-1.0,1
-1.0,3.0,15.000000000000002,502.0,218.0,2
41.99999999999999,1.0,18.0,558.0,374.0,2
13.0,0.0,18.0,195.0,576.0,0
26.0,1.0,19.0,629.0,537.0,2
39.0,0.0,15.000000000000002,764.0,734.0,0
19.0,0.0,15.000000000000002,-1.0,-1.0,1
26.0,1.0,15.000000000000002,835.0,685.0,0
64.0,2.0,4.0,-1.0,-1.0,3
32.0,2.0,12.999999999999998,-1.0,-1.0,3
2.0,2.0,4.0,18.0,633.0,2
49.00000000000001,2.0,15.000000000000002,1.9999999999999996,363.0,3
11.0,0.0,15.000000000000002,12.0,805.0,0
16.0,0.0,4.0,83.0,64.0,1
18.0,0.0,18.0,122.0,812.0,0
16.0,0.0,12.999999999999998,221.0,904.0,0
16.0,1.0,12.999999999999998,447.0,268.0,2
65.99999999999999,2.0,15.000000000000002,936.0,144.0,2
16.0,1.0,15.000000000000002,-1.0,-1.0,1
14.0,0.0,15.000000000000002,-1.0,-1.0,1
19.0,0.0,15.000000000000002,704.0,801.0,0
42.99999999999999,1.0,15.000000000000002,553.0,364.0,2
39.0,1.0,15.000000000000002,315.0,136.0,1
22.0,1.0,15.000000000000002,545.0,383.0,2
19.0,0.0,15.000000000000002,709.0,854.0,0
15.0,1.0,15.000000000000002,-1.0,-1.0,1
19.0,0.0,15.000000000000002,941.0,0.0,0
19.0,2.0,15.000000000000002,863.0,783.0,2
16.0,1.0,15.000000000000002,157.0,452.0,1
21.0,2.0,15.000000000000002,298.0,170.0,3
26.0,2.0,15.000000000000002,940.0,37.0,2
23.0,0.0,15.000000000000002,-1.0,-1.0,1
16.0,2.0,15.000000000000002,-1.0,-1.0,3
16.0,0.0,16.0,-1.0,-1.0,1
18.0,0.0,9.0,80.0,67.0,1
35.0,1.0,15.000000000000002,-1.0,-1.0,1
19.0,2.0,15.000000000000002,864.0,784.0,2
16.0,0.0,4.0,382.0,900.0,0
10.0,2.0,15.000000000000002,818.0,597.0,2
18.0,0.0,15.000000000000002,-1.0,-1.0,1
32.0,2.0,15.000000000000002,169.0,591.0,2
44.0,0.0,19.0,628.0,561.0,0
49.99999999999999,2.0,15.000000000000002,732.0,726.0,2
16.0,1.0,19.0,848.0,680.0,0
21.0,2.0,15.000000000000002,832.0,717.0,2
50.99999999999999,2.0,15.000000000000002,-1.0,-1.0,3
20.0,1.0,12.999999999999998,784.0,684.0,0
18.0,0.0,15.000000000000002,196.0,541.0,0
33.0,2.0,18.0,-1.0,-1.0,3
22.0,2.0,15.000000000000002,-1.0,-1.0,3
40.00000000000001,0.0,12.999999999999998,572.0,478.0,0
20.0,0.0,15.000000000000002,-1.0,-1.0,1
17.0,0.0,19.0,856.0,637.0,0
38.0,1.0,15.000000000000002,548.0,369.0,2
28.0,0.0,18.0,-1.0,-1.0,1
15.0,2.0,15.000000000000002,-1.0,-1.0,3
23.0,2.0,12.0,290.0,935.0,2
18.0,0.0,19.0,756.0,727.0,0
21.0,1.0,15.000000000000002,-1.0,-1.0,1
16.0,2.0,15.000000000000002,-1.0,-1.0,3
21.0,0.0,4.0,-1.0,-1.0,1
34.0,1.0,17.0,469.0,271.0,2
22.0,2.0,16.0,-1.0,-1.0,3
29.0,1.0,15.000000000000002,-1.0,-1.0,1
18.0,0.0,15.000000000000002,70.0,82.0,1
31.0,0.0,16.0,448.0,264.0,0
19.0,2.0,15.000000000000002,887.0,184.0,2
29.0,2.0,15.000000000000002,-1.0,-1.0,3
18.0,0.0,15.000000000000002,-1.0,-1.0,1
72.0,2.0,15.000000000000002,305.0,187.0,3
50.99999999999999,1.0,15.000000000000002,-1.0,-1.0,3
15.0,2.0,16.0,209.0,502.0,2
9.0,0.0,12.999999999999998,970.0,624.0,0
15.0,2.0,15.000000000000002,-1.0,-1.0,3
24.0,1.0,15.000000000000002,678.0,469.0,2
18.0,2.0,18.0,-1.0,-1.0,3
14.0,0.0,18.0,-1.0,-1.0,1
23.0,0.0,18.0,746.0,744.0,0
30.0,0.0,18.0,-1.0,-1.0,1
25.0,2.0,19.0,117.0,936.0,2
15.0,0.0,9.0,-1.0,-1.0,1
12.0,1.0,12.999999999999998,286.0,431.0,2
15.0,2.0,19.0,23.0,505.00000000000006,3
77.99999999999999,0.0,15.000000000000002,492.0,207.0,0
28.0,0.0,15.000000000000002,664.0,483.0,0
20.0,1.0,4.0,-1.0,-1.0,1
16.0,2.0,19.0,-1.0,-1.0,3
21.0,2.0,15.000000000000002,-1.0,-1.0,3
31.0,0.0,15.000000000000002,488.0,180.0,0
21.0,0.0,15.000000000000002,-1.0,-1.0,1
17.0,2.0,15.000000000000002,967.0,308.0,2
15.0,0.0,18.0,167.0,499.00000000000006,0
16.0,2.0,15.000000000000002,171.0,584.0,2
49.00000000000001,0.0,15.000000000000002,738.0,931.0,0
19.0,2.0,19.0,-1.0,-1.0,3
28.0,1.0,19.0,413.0,242.0,2
44.0,2.0,15.000000000000002,419.0,260.0,2
49.00000000000001,0.0,15.000000000000002,550.0,345.0,0
27.0,1.0,15.000000000000002,430.0,257.0,2
42.99999999999999,1.0,15.000000000000002,825.0,693.0,2
29.0,1.0,9.0,-1.0,-1.0,1
39.0,0.0,16.0,-1.0,-1.0,1
35.0,0.0,4.0,846.0,660.0,0
33.0,2.0,19.0,275.0,289.0,3
37.0,2.0,8.0,737.0,932.0,2
45.99999999999999,0.0,18.0,-1.0,-1.0,1
19.0,1.0,18.0,839.0,690.0,0
30.0,1.0,15.000000000000002,-1.0,-1.0,1
49.00000000000001,0.0,19.0,310.0,342.0,0
65.0,2.0,12.999999999999998,424.0,258.0,2
25.0,2.0,15.000000000000002,-1.0,-1.0,3
25.0,0.0,19.0,299.0,148.0,1
15.0,2.0,12.999999999999998,-1.0,-1.0,3
14.0,0.0,15.000000000000002,172.0,585.0,0
21.0,0.0,12.999999999999998,-1.0,-1.0,1
22.0,2.0,12.999999999999998,-1.0,-1.0,3
21.0,2.0,12.999999999999998,22.0,503.00000000000006,3
18.0,2.0,10.0,10.0,450.0,3
11.0,2.0,12.0,13.0,387.0,3
13.0,0.0,18.0,102.0,941.0,0
25.0,0.0,16.0,-1.0,-1.0,1
53.99999999999999,2.0,12.0,-1.0,-1.0,3
22.0,2.0,15.000000000000002,-1.0,-1.0,3
24.0,1.0,12.999999999999998,-1.0,-1.0,1
17.0,2.0,18.0,-1.0,-1.0,3
24.0,0.0,18.0,722.0,757.0,0
23.0,0.0,18.0,28.0,42.0,1
17.0,0.0,18.0,249.0,639.0,0
13.0,0.0,12.999999999999998,-1.0,-1.0,1
16.0,2.0,18.0,-1.0,-1.0,3
58.99999999999999,2.0,18.0,-1.0,-1.0,3
14.0,0.0,12.999999999999998,653.0,843.0,0
9.0,0.0,12.999999999999998,302.0,413.0,0
45.99999999999999,2.0,12.999999999999998,638.0,521.0,2
30.0,0.0,12.999999999999998,421.0,247.99999999999997,0
17.0,0.0,15.000000000000002,189.0,539.0,0
8.0,0.0,12.0,-1.0,-1.0,1
14.0,2.0,15.000000000000002,351.0,430.0,2
16.0,0.0,12.0,188.0,547.0,0
31.0,1.0,12.999999999999998,457.0,223.0,2
18.0,3.0,12.0,-1.0,-1.0,3
19.0,0.0,18.0,-1.0,-1.0,1
16.0,0.0,18.0,225.0,642.0,0
35.0,2.0,12.999999999999998,393.0,280.0,2
18.0,0.0,15.000000000000002,665.0,482.0,0
22.0,2.0,12.999999999999998,-1.0,-1.0,3
20.0,0.0,12.999999999999998,-1.0,-1.0,1
11.0,0.0,12.0,432.0,251.0,0
40.00000000000001,2.0,16.0,104.0,386.0,3
27.0,3.0,16.0,-1.0,-1.0,3
67.0,2.0,16.0,442.0,890.0,2
39.0,0.0,18.0,-1.0,-1.0,1
15.0,2.0,6.0,885.0,54.0,2
22.0,2.0,16.0,-1.0,-1.0,3
19.0,0.0,6.0,892.0,59.0,0
72.0,2.0,12.999999999999998,340.0,736.0,2
24.0,1.0,12.999999999999998,611.0,558.0,2
20.0,1.0,15.000000000000002,669.0,504.0,2
39.0,1.0,17.0,354.0,440.0,2
22.0,1.0,15.000000000000002,568.0,353.0,2
26.0,1.0,18.0,554.0,367.0,2
17.0,2.0,12.999999999999998,673.0,820.0,2
22.0,2.0,15.000000000000002,969.0,55.0,2
21.0,2.0,12.999999999999998,806.0,310.0,2
15.0,1.0,8.0,-1.0,-1.0,1
14.0,0.0,12.999999999999998,179.0,578.0,0
50.99999999999999,2.0,18.0,-1.0,-1.0,3
19.0,0.0,17.0,-1.0,-1.0,1
22.0,0.0,12.0,948.0,10.0,0
26.0,2.0,16.0,360.0,776.0,2
13.0,2.0,12.999999999999998,881.0,347.0,2
20.0,0.0,18.0,744.0,701.0,0
54.99999999999999,2.0,12.999999999999998,381.0,186.0,2
26.0,0.0,12.999999999999998,692.0,873.0,0
52.0,2.0,12.999999999999998,-1.0,-1.0,3
23.0,1.0,12.999999999999998,84.0,63.0,1
29.0,1.0,18.0,467.0,241.0,2
42.99999999999999,0.0,18.0,358.0,630.0,0
15.0,2.0,12.999999999999998,304.0,673.0,2
27.0,2.0,12.999999999999998,328.0,925.0,2
22.0,0.0,12.999999999999998,968.0,49.0,0
26.0,1.0,12.999999999999998,623.0,552.0,2
18.0,2.0,16.0,15.0,631.0,2
31.0,0.0,2.0,454.0,240.0,0
21.0,0.0,12.999999999999998,528.0,706.0,0
27.0,0.0,12.999999999999998,-1.0,-1.0,1
18.0,2.0,15.000000000000002,757.0,670.0,2
56.0,2.0,18.0,695.0,897.0,2
17.0,2.0,15.000000000000002,10.0,450.0,3
72.0,2.0,12.999999999999998,365.0,270.0,2
29.0,1.0,12.999999999999998,92.0,86.0,1
40.00000000000001,2.0,18.0,396.0,880.0,2
19.0,0.0,15.000000000000002,-1.0,-1.0,1
14.0,2.0,15.000000000000002,935.0,600.0,2
32.0,0.0,12.0,438.0,231.0,0
41.99999999999999,0.0,15.000000000000002,260.0,185.0,1
33.0,2.0,18.0,36.0,141.0,3
42.99999999999999,0.0,12.0,258.0,181.0,1
23.0,2.0,15.000000000000002,875.0,832.0,2
22.0,0.0,12.0,696.0,860.0,0
8.0,0.0,9.0,46.0,978.0,0
30.0,0.0,15.000000000000002,770.0,668.0,0
28.0,2.0,12.999999999999998,514.0,404.0,2
28.0,1.0,15.000000000000002,478.0,237.0,2
35.0,0.0,15.000000000000002,-1.0,-1.0,1
28.0,2.0,15.000000000000002,697.0,647.0,2
31.0,0.0,15.000000000000002,919.0,599.0,0
45.99999999999999,2.0,15.000000000000002,-1.0,-1.0,3
20.0,0.0,15.000000000000002,-1.0,-1.0,1
41.00000000000001,1.0,18.0,356.0,628.0,2
22.0,2.0,18.0,-1.0,-1.0,3
18.0,0.0,12.999999999999998,47.0,974.0,0
20.0,0.0,12.999999999999998,-1.0,-1.0,1
18.0,1.0,15.000000000000002,-1.0,-1.0,1
23.0,0.0,12.0,-1.0,-1.0,1
17.0,2.0,15.000000000000002,100.0,513.0,3
21.0,0.0,18.0,-1.0,-1.0,1
26.0,2.0,15.000000000000002,-1.0,-1.0,3
18.0,2.0,15.000000000000002,191.0,523.0,2
57.00000000000001,2.0,15.000000000000002,-1.0,-1.0,3
52.0,2.0,18.0,-1.0,-1.0,3
18.0,0.0,18.0,320.0,893.0,0
20.0,0.0,15.000000000000002,667.0,806.0,0
18.0,0.0,12.999999999999998,745.0,657.0,0
19.0,1.0,18.0,67.0,60.0,1
14.0,2.0,18.0,-1.0,-1.0,3
58.99999999999999,0.0,15.000000000000002,439.0,243.0,0
40.00000000000001,0.0,9.0,-1.0,-1.0,1
73.99999999999999,1.0,15.000000000000002,836.0,696.0,2
17.0,2.0,12.999999999999998,-1.0,-1.0,3
7.0,2.0,16.0,915.0,989.0,2
38.0,2.0,12.0,-1.0,-1.0,3
14.0,2.0,18.0,12.0,805.0,2
18.0,1.0,12.999999999999998,826.0,682.0,0
24.0,0.0,19.0,662.0,645.0,0
25.0,1.0,16.0,-1.0,-1.0,1
18.0,0.0,15.000000000000002,708.0,752.0,0
22.0,0.0,19.0,684.0,476.0,0
21.0,0.0,18.0,-1.0,-1.0,1
34.0,2.0,19.0,783.0,694.0,2
18.0,0.0,15.000000000000002,733.0,790.0,0
25.0,0.0,12.999999999999998,-1.0,-1.0,1
18.0,0.0,18.0,742.0,702.0,0
73.0,0.0,16.0,426.0,239.0,0
17.0,0.0,8.0,229.0,627.0,0
23.0,0.0,15.000000000000002,-1.0,-1.0,1
14.0,2.0,18.0,877.0,74.0,2
28.0,1.0,16.0,455.0,274.0,2
19.0,0.0,18.0,672.0,781.0,0
37.0,0.0,16.0,523.0,574.0,0
7.0,0.0,19.0,-1.0,-1.0,1
9.0,2.0,15.000000000000002,807.0,984.0,2
76.0,2.0,15.000000000000002,-1.0,-1.0,3
56.0,2.0,15.000000000000002,-1.0,-1.0,3
38.0,0.0,15.000000000000002,425.0,621.0,0
29.0,0.0,15.000000000000002,-1.0,-1.0,1
68.0,2.0,18.0,313.0,137.0,3
13.0,0.0,15.000000000000002,-1.0,-1.0,1
39.0,1.0,19.0,74.0,69.0,1
39.0,2.0,15.000000000000002,-1.0,-1.0,3
18.0,2.0,12.0,-1.0,-1.0,3
16.0,1.0,16.0,156.0,448.0,1
28.0,2.0,12.0,-1.0,-1.0,3
49.00000000000001,2.0,16.0,-1.0,-1.0,3
33.0,2.0,12.0,-1.0,-1.0,3
23.0,2.0,16.0,974.0,32.0,2
34.0,2.0,12.0,707.0,516.0,2
20.0,2.0,18.0,982.0,38.0,2
15.0,2.0,12.0,898.0,977.0,2
32.0,0.0,2.0,975.0,26.0,0
6.0,0.0,12.0,-1.0,-1.0,1
14.0,2.0,16.0,8.0,444.0,3
30.0,2.0,16.0,394.0,284.0,2
24.0,0.0,12.999999999999998,274.0,286.0,1
42.99999999999999,0.0,16.0,339.0,528.0,0
9.0,0.0,16.0,-1.0,-1.0,1
20.0,1.0,19.0,854.0,671.0,0
20.0,1.0,8.0,93.0,83.0,1
49.99999999999999,0.0,12.999999999999998,-1.0,-1.0,1
16.0,0.0,16.0,152.0,491.0,0
32.0,2.0,12.0,979.0,36.0,2
57.00000000000001,2.0,3.0,980.0,35.0,2
16.0,1.0,12.0,-1.0,-1.0,1
17.0,1.0,12.999999999999998,204.0,540.0,2
26.0,2.0,19.0,617.0,836.0,2
15.0,0.0,18.0,12.0,805.0,0
11.0,0.0,6.0,14.0,397.0,1
14.0,0.0,4.0,187.0,566.0,0
10.0,1.0,4.0,-1.0,-1.0,1
8.0,0.0,3.0,-1.0,-1.0,1
23.0,1.0,4.0,272.0,281.0,1
15.0,0.0,12.0,-1.0,-1.0,1
15.0,0.0,12.0,777.0,622.0,0
45.00000000000001,0.0,11.000000000000002,930.0,107.0,0
15.0,0.0,18.0,-1.0,-1.0,1
15.0,2.0,19.0,63.0,983.0,2
65.99999999999999,0.0,19.0,-1.0,-1.0,1
18.0,2.0,18.0,-1.0,-1.0,3
26.0,2.0,19.0,605.0,870.0,2
11.0,0.0,4.0,-1.0,-1.0,1
15.0,1.0,11.000000000000002,-1.0,-1.0,1
17.0,0.0,12.999999999999998,149.0,928.0,0
10.0,2.0,12.0,-1.0,-1.0,3
19.0,0.0,19.0,679.0,857.0,0
13.0,2.0,15.000000000000002,-1.0,-1.0,3
19.0,0.0,0.0,599.0,838.0,0
65.99999999999999,0.0,15.000000000000002,506.0,601.0,0
0.0,2.0,15.000000000000002,16.0,635.0,2
20.0,0.0,4.0,652.0,592.0,0
23.0,0.0,15.000000000000002,132.0,594.0,0
21.0,0.0,15.000000000000002,705.0,519.0,0
10.0,0.0,14.0,9.0,472.0,1
20.0,0.0,15.000000000000002,612.0,859.0,0
26.0,2.0,15.000000000000002,259.0,183.0,3
21.0,2.0,15.000000000000002,978.0,174.0,2
21.0,0.0,16.0,660.0,484.0,0
42.99999999999999,2.0,19.0,-1.0,-1.0,3
38.0,1.0,15.000000000000002,-1.0,-1.0,1
24.0,0.0,15.000000000000002,383.0,443.0,0
18.0,1.0,12.0,91.0,90.0,1
17.0,0.0,16.0,197.0,533.0,0
18.0,0.0,15.000000000000002,136.0,405.0,1
13.0,2.0,18.0,-1.0,-1.0,3
64.0,2.0,18.0,239.0,154.0,3
49.00000000000001,0.0,16.0,390.0,489.0,0
21.0,2.0,12.999999999999998,983.0,40.0,2
53.00000000000001,2.0,19.0,625.0,551.0,2
18.0,0.0,12.999999999999998,-1.0,-1.0,1
15.0,0.0,16.0,222.0,432.0,0
35.0,1.0,18.0,265.0,285.0,1
46.99999999999999,2.0,8.0,323.0,313.0,2
16.0,0.0,12.999999999999998,-1.0,-1.0,1
8.0,2.0,18.0,19.0,634.0,2
20.0,1.0,3.0,-1.0,-1.0,1
33.0,0.0,19.0,-1.0,-1.0,1
41.00000000000001,1.0,12.999999999999998,-1.0,-1.0,1
62.99999999999999,2.0,0.0,-1.0,-1.0,3
49.00000000000001,2.0,3.0,-1.0,-1.0,3
22.0,1.0,12.999999999999998,270.0,291.0,1
17.0,2.0,16.0,-1.0,-1.0,3
39.0,0.0,12.999999999999998,870.0,865.0,0
17.0,2.0,15.000000000000002,918.0,109.0,2
38.0,0.0,16.0,337.0,164.0,1
42.99999999999999,2.0,12.999999999999998,-1.0,-1.0,3
69.99999999999999,2.0,15.000000000000002,338.0,163.0,3
16.0,0.0,12.999999999999998,42.0,939.0,0
23.0,2.0,18.0,676.0,759.0,2
20.0,0.0,15.000000000000002,-1.0,-1.0,1
10.0,0.0,3.0,-1.0,-1.0,1
31.0,2.0,12.999999999999998,780.0,720.0,2
17.0,0.0,15.000000000000002,-1.0,-1.0,1
29.0,0.0,18.0,-1.0,-1.0,1
11.0,2.0,12.999999999999998,3.0,426.0,3
29.0,0.0,12.999999999999998,-1.0,-1.0,1
31.0,1.0,16.0,-1.0,-1.0,1
34.0,1.0,12.999999999999998,473.0,201.0,2
16.0,0.0,19.0,217.0,625.0,0
10.0,2.0,15.000000000000002,938.0,986.0,2
19.0,2.0,16.0,44.0,50.0,3
2.0,2.0,4.0,292.0,587.0,2
18.0,0.0,15.000000000000002,769.0,848.0,0
32.0,0.0,18.0,-1.0,-1.0,1
21.0,2.0,15.000000000000002,-1.0,-1.0,3
36.0,2.0,15.000000000000002,899.0,75.0,2
16.0,0.0,15.000000000000002,406.0,917.0,0
